name,booth,website,address,overview,country,email,phone,halls,portal_url,portal_status,ebooth_url,source
Cohizon Life Sciences,H5836,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=108&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696744&Nav=False,eventmap
"CoreTech System (Moldex3D) Co., Ltd.",H6619,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=109&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697054&Nav=False,eventmap
COVERIFY SYSTEMS TECHNOLOGY LLP,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=110&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701442&Nav=False,eventmap
CraftifAI,H7307,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=111&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697925&Nav=False,eventmap
Cryogenic Specialty Manufacturing Sdn. Bhd.,1527,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=112&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698145&Nav=False,eventmap
Crystal Matrix Limited,1018,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=113&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696002&Nav=False,eventmap
Cubetor India Private Limited.,H4521,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=114&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697469&Nav=False,eventmap
Cyient Semiconductors Pvt Ltd,H7205,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=115&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697919&Nav=False,eventmap
"DAIFUKU CO, LTD.",1067,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=116&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665285&Nav=False,eventmap
DAIICHI JITSUGYO INDIA PVT. LTD.,645,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=117&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=683686&Nav=False,eventmap
DAIKIN CHEMICAL INDIA PRIVATED LTD.,442,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=118&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696334&Nav=False,eventmap
Daksh Instruments Pvt Ltd,272,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=119&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698600&Nav=False,eventmap
Danfoss Industries Pvt. Ltd.,H5635,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=120&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697713&Nav=False,eventmap
Dassault Systèmes,1638,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=121&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696315&Nav=False,eventmap
DCAS Technologies,H6624,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=122&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693943&Nav=False,eventmap
DDE ULTRA HIGH PURITY PRIVATE LIMITED,1433,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=123&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693505&Nav=False,eventmap
DeepLase Technologies,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=124&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698684&Nav=False,eventmap
Deerns Spectrum Private Limited,H6633,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=125&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696685&Nav=False,eventmap
Delta Electronics India Pvt Ltd,1601,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=126&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693495&Nav=False,eventmap
"Department of Industries, Govt. of Bihar",H3111,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=127&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701070&Nav=False,eventmap
DHL Supply Chain India,527,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=128&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696014&Nav=False,eventmap
Dhruv Compusoft consultancy pvt ltd,H7609,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=129&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697143&Nav=False,eventmap
Disco Hi-Tec (Singapore) Pte Ltd.,1514,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=130&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664611&Nav=False,eventmap
Dixon Technologies (India) Limited,1409,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=131&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698907&Nav=False,eventmap
Dockweiler India Pvt Ltd,139,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=132&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696352&Nav=False,eventmap
Dou Yee Enterprises (S) Pte Ltd,1133,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=133&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698091&Nav=False,eventmap
DTECH PRODUCTS PVT LTD,H6323,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=134&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693847&Nav=False,eventmap
Durga Mechatronics Pvt. Ltd.,H4408,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=135&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697342&Nav=False,eventmap
DYNA Filters Private Limited,H4102,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=136&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696176&Nav=False,eventmap
E3 TECH SYSTEMS AND SERVICES LLP,H5632,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=137&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697116&Nav=False,eventmap
Ebara Corporation,540,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=138&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696231&Nav=False,eventmap
Ecolab,H6931,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=139&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694047&Nav=False,eventmap
EdgeCortix India Research Center Pvt Ltd,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=140&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698661&Nav=False,eventmap
Edgetech Air Systems Pvt. Ltd.,H4216,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=141&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694920&Nav=False,eventmap
EDGETECH SCIENTIFIC PRIVATE LIMITED,H6216,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=142&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696388&Nav=False,eventmap
Edveon Technologies Private Limited,H4502,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=143&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=703458&Nav=False,eventmap
Edwards India Pvt Ltd,249,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=144&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695976&Nav=False,eventmap
EFY Enterprises Pvt Ltd,H7536,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=145&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697700&Nav=False,eventmap
Einnosys Technologies,1177,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=146&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665537&Nav=False,eventmap
El Camino Technologies Pvt Ltd,556,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=147&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695645&Nav=False,eventmap
Ellipsiz DSS Pte Ltd,1140,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=148&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698109&Nav=False,eventmap
Eltech Engineers Pvt Ltd,H7329,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=149&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694172&Nav=False,eventmap
"EO Technics Singapore Pte, Ltd.",759,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=150&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697555&Nav=False,eventmap
Esmo Asia Pte. Ltd.,780,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=151&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693524&Nav=False,eventmap
EV Group,955,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=152&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665260&Nav=False,eventmap
Evatec AG,1175,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=153&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665536&Nav=False,eventmap
Evident Scientific Private Limited,H5418,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=154&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693600&Nav=False,eventmap
Fabtech Technologies Cleanrooms Pvt Ltd,166,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=155&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696066&Nav=False,eventmap
FEC India Private Limited,H7136,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=156&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698623&Nav=False,eventmap
FELCON CLEAN ROOM TECHNOLOGY (INDIA) PRIVATE LIMITED,H4708,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=157&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696424&Nav=False,eventmap
Festo India Private Limited,1256,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=158&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665326&Nav=False,eventmap
FILMTEC WATER SOLUTIONS INDIA PRIVATE LIMITED,H3808,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=159&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697328&Nav=False,eventmap
FIXOTEC PIPE SUPPORTS PRIVATE LIMITED,H6631,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=160&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696684&Nav=False,eventmap
Flowell Corporation,H6918,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=161&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698711&Nav=False,eventmap
Fluor,H6026,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=162&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697303&Nav=False,eventmap
Fluro Engineering Pvt Ltd,H5305,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=163&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695396&Nav=False,eventmap
Forbes Marshall Pvt Ltd,H3316,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=164&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694524&Nav=False,eventmap
FS COMPRESSORS INDIA PVT LTD,H3321,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=165&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697452&Nav=False,eventmap
FUJIFILM India Pvt. Ltd,623,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=166&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665028&Nav=False,eventmap
"Fujikin, Incorporated",238,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=167&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664929&Nav=False,eventmap
GAMP SERVICES PVT LTD,H7018,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=168&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697340&Nav=False,eventmap
Gastron Asia Pacific Pte. Ltd,934,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=169&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698086&Nav=False,eventmap
GCE India Pvt. Ltd,H6208,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=170&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701216&Nav=False,eventmap
GENIC Co. Ltd.,H6129,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=171&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693806&Nav=False,eventmap
GenISys GmbH,H7509,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=172&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697138&Nav=False,eventmap
GERB Vibration Control Systems Pvt Ltd,H6307,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=173&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701217&Nav=False,eventmap
GfG - Gesellschaft für Gerätebau mbH,H4924,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=174&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695235&Nav=False,eventmap
Global Gases India Pvt Ltd,H7316,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=175&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697201&Nav=False,eventmap
Global Marketing Services,366,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=176&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696074&Nav=False,eventmap
Global Now Pte. Ltd.,938,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=177&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698087&Nav=False,eventmap
GLOBAL ZEUS,1324,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=178&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=700926&Nav=False,eventmap
GLOBETEK INDIA PRIVATE LIMITED,H7322,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=179&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697148&Nav=False,eventmap
GMP Technical Solutions Pvt Ltd,846,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=180&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665114&Nav=False,eventmap
Gopalam Embedded Systems Pte Ltd,1141,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=181&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698094&Nav=False,eventmap
Government of Telangana,H3521,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=182&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697454&Nav=False,eventmap
Grauer and Weil (India) Limited,H6235,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=183&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698683&Nav=False,eventmap
Green PMU Semi Private Limited,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=184&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698662&Nav=False,eventmap
Greene Tweed & Co./Vin-Tec Engineers,H7631,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=185&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695500&Nav=False,eventmap
Grindwell Norton Ltd.,H7208,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=186&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697922&Nav=False,eventmap
GRUNDFOS PUMPS INDIA PVT LTD,1068,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=187&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665294&Nav=False,eventmap
"GST CO., LTD.",H7224,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=188&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694135&Nav=False,eventmap
Guidance Tamil Nadu,H4502,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=189&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695039&Nav=False,eventmap
GUJARAT FLUOROCHEMICALS LTD,456,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=190&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665181&Nav=False,eventmap
Gujarat State Electronics Mission,745,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=191&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=683694&Nav=False,eventmap
H2LooP AI pvt. ltd.,H5631,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=192&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697117&Nav=False,eventmap
"Hae Kwang Co., Ltd.",756,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=193&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697551&Nav=False,eventmap
HAMAMATSU PHOTONICS K.K.,H6726,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=194&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697290&Nav=False,eventmap
Handotai India Pvt Ltd,H4618,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=195&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696398&Nav=False,eventmap
HANKOOM WATTTECH ENERGY INDIA PRIVATE LIMITED,H6218,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=196&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696390&Nav=False,eventmap
Hankyu Hanshin Express India Pvt. Ltd.,H6231,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=197&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696779&Nav=False,eventmap
HCLTech,946,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=198&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664664&Nav=False,eventmap
HCP Technologies Private Limited,H6121,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=199&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693800&Nav=False,eventmap
Hegzaflon Global pvt ltd,H4205,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=200&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697177&Nav=False,eventmap
Heidelberg Instruments Mikrotechnik GmbH,976,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=201&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698914&Nav=False,eventmap
HIGGS BOSON SYSTEMS PRIVATE LIMITED,H7516,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=202&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694226&Nav=False,eventmap
HIGHSTAR TECHNOLOOGY PRIVATE LIMITED,H7511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=203&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696627&Nav=False,eventmap
Hilti India Private Limtied,H5618,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=204&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696382&Nav=False,eventmap
Hitachi High-Tech,723,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=205&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665058&Nav=False,eventmap
Hitech Tools & Instruments,H7436,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=206&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698546&Nav=False,eventmap
HMC Sales & Service,942,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=207&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698089&Nav=False,eventmap
"Homwell Co., Ltd.",978,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=208&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665516&Nav=False,eventmap
Honeywell International India PVT LTD,H4123,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=209&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697477&Nav=False,eventmap
HORIBA India,224,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=210&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696006&Nav=False,eventmap
HP Valves & Fittings India Private Limited,H7331,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=211&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695497&Nav=False,eventmap
HTL COMPANY INDIA PRIVATE LIMITED,1662,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=212&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696418&Nav=False,eventmap
Huake Engineenring India pvt. ltd.,H4107,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=213&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697549&Nav=False,eventmap
Humidity Technologies India,H3116,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=214&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694436&Nav=False,eventmap
HVAX TECHNOLOGIES LIMITED,H3721,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=215&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697464&Nav=False,eventmap
HYC Precision Engineering Private Limited,1038,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=216&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698097&Nav=False,eventmap
HYSPEC CHEMICALS PRIVATE LIMITED,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=217&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701444&Nav=False,eventmap
I R Technology Services Pvt Ltd,H7533,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=218&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694240&Nav=False,eventmap
IBM India Private Limited,1407,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=219&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698672&Nav=False,eventmap
Ihara Science Corp.,1124,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=220&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701432&Nav=False,eventmap
"INABATA&Co.,Ltd.",1462,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=221&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696058&Nav=False,eventmap
InCore Semiconductors Private Limited,718,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=222&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=703524&Nav=False,eventmap
"Indian Design, Semiconductors, Packaging and Systems (IDSPS)",H3002,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=223&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697985&Nav=False,eventmap
